season,season_id,school_id,stats_player_seq,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,15580,2,1997675.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,1997699.0,1.0,57.0,222,50,76,17,1,13,57,3,2,28,32,3,134,0.0,5,1,4,0.0,1,6.0,58.37215384615385,255,0.342,0.392,0.427,0.743,1.17,184.0,0.09,0.348,107.054,101.462,104.424,4.9,0.385,0.051,0.125,0.11,0.015,0.875
2021,15580,2,1997710.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2133295.0,1.0,57.0,39,11,9,2,0,1,8,0,0,3,14,0,14,0.0,4,0,0,0.0,0,1.0,5.502608695652174,42,0.231,0.205,0.381,0.436,0.817,82.0,0.051,0.333,10.688,10.38,10.62,0.0,0.667,0.024,0.333,0.071,0.262,0.214
2021,15580,2,2133304.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347955.0,1.0,57.0,110,23,26,6,1,1,10,2,0,14,34,0,37,0.0,1,5,2,0.0,2,2.0,12.739242424242423,131,0.236,0.245,0.313,0.409,0.722,65.0,0.082,0.325,26.188,24.468,25.016,1.3,0.55,0.008,0.26,0.107,0.153,0.412
2021,15580,2,2347956.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347964.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347965.0,1.0,57.0,3,0,1,0,0,0,0,0,0,2,1,0,1,0.0,0,0,0,0.0,0,0.0,0.9120000000000001,5,0.333,0.667,0.6,0.333,0.933,74.0,0.0,0.5,0.652,0.634,0.648,,0.0,0.0,0.2,0.4,-0.2,2.0
2021,15580,2,2347966.0,1.0,57.0,4,2,0,0,0,0,1,0,0,3,2,0,0,0.0,0,0,0,0.0,0,0.0,0.33428571428571424,7,0.0,0.75,0.429,0.0,0.429,-51.0,0.0,0.0,-0.376,-0.392,-0.384,,0.667,0.0,0.286,0.429,-0.143,1.5
2021,15580,2,2347968.0,1.0,57.0,164,36,55,11,0,1,29,0,2,34,19,2,69,0.0,5,1,5,0.0,1,4.0,34.62277511961723,204,0.335,0.28,0.461,0.494,0.955,109.0,0.067,0.362,54.488,49.958,52.196,0.0,0.376,0.005,0.093,0.167,-0.074,1.789
2021,15580,2,2347972.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347974.0,1.0,57.0,174,29,56,6,0,8,35,1,1,14,43,0,86,0.0,4,0,1,0.0,1,5.0,34.304041450777206,189,0.322,0.253,0.392,0.575,0.967,127.0,0.034,0.387,63.706,61.836,63.612,1.8,0.318,0.042,0.228,0.074,0.154,0.326
2021,15580,2,2347976.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347979.0,1.0,57.0,155,36,41,12,0,7,31,2,0,20,44,0,74,0.0,14,0,0,0.0,0,4.0,32.87851851851852,175,0.265,0.355,0.429,0.6,1.029,139.0,0.077,0.327,58.888,57.448,58.556,3.1,0.426,0.04,0.251,0.114,0.137,0.455
2021,15580,2,2347980.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347982.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347985.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347986.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2347987.0,1.0,57.0,20,3,3,0,0,0,4,1,0,3,4,0,3,0.0,3,1,0,0.0,0,2.0,1.5585185185185186,24,0.15,0.2,0.375,0.15,0.525,-9.0,0.0,0.188,2.198,1.994,2.088,0.0,0.333,0.0,0.167,0.125,0.042,0.75
2021,15580,2,2494394.0,1.0,57.0,156,33,42,12,3,9,41,2,0,16,55,0,87,0.0,7,1,1,0.0,0,5.0,33.40209944751381,174,0.269,0.404,0.374,0.712,1.086,168.0,0.135,0.355,67.75,65.928,67.096,3.3,0.429,0.052,0.316,0.092,0.224,0.291
2021,15580,2,2494396.0,1.0,57.0,187,44,57,13,1,2,39,3,1,26,47,0,78,0.0,4,2,2,0.0,0,5.0,33.40470588235294,217,0.305,0.262,0.401,0.503,0.904,105.0,0.086,0.393,58.624,56.32,58.04,2.4,0.494,0.009,0.217,0.12,0.097,0.553
2021,15580,2,2494397.0,1.0,57.0,209,50,68,15,2,10,39,4,3,28,60,0,117,0.0,8,0,2,0.0,0,6.0,51.6821052631579,239,0.325,0.373,0.435,0.689,1.124,168.0,0.1,0.411,91.11,88.472,91.924,5.7,0.426,0.042,0.251,0.117,0.134,0.467
2021,15580,2,2494398.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2494946.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2500832.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,2,2531536.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2021,15580,5,2308151.0,1.0,50.0,155,14,36,3,1,2,18,7,2,14,27,0,47,0.0,2,6,0,0.0,0,9.0,14.490169491525425,175,0.232,0.194,0.297,0.342,0.639,42.0,0.039,0.27,30.674,29.208,31.216,3.1,0.24,0.011,0.154,0.08,0.074,0.519
2021,15580,5,2308162.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
