season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,11320,5,1.0,02/15/2013,657848,away,255,Georgia Tech,0,3,29,0,4,0,0,0,0,0,0,0,16,0,0,0.0,1,0,0,1.0,0,0.0,0.043333333333333335,29,0.138,-0.138,0.172,0.138,0.31,-30.0,0.0,0.308,-0.038,-0.12,-0.06,,0.0,0.0,0.552,0.0,0.552,0.0
2013,11320,5,1.0,02/16/2013,658103,away,255,Georgia Tech,3,10,34,3,8,0,0,0,2,0,1,4,11,0,0,0.0,1,0,0,1.0,0,0.0,0.4,38,0.235,-0.147,0.342,0.235,0.577,26.0,0.0,0.348,1.592,1.462,2.164,,0.231,0.0,0.289,0.105,0.184,0.364
2013,11320,5,1.0,02/17/2013,658427,away,255,Georgia Tech,3,5,31,3,6,2,0,1,3,1,0,2,8,0,0,0.0,1,0,1,1.0,0,0.0,0.2302857142857143,34,0.194,-0.097,0.265,0.452,0.717,93.0,0.065,0.217,4.456,3.94,4.0,1.0,0.25,0.029,0.235,0.059,0.176,0.25
2013,11320,5,1.0,02/22/2013,658902,away,367,Louisville,0,7,32,0,3,0,0,0,0,0,0,1,6,0,0,0.0,1,0,0,1.0,0,0.0,0.07647058823529412,33,0.094,-0.062,0.152,0.094,0.246,-48.0,0.0,0.115,-0.818,-1.012,-0.944,,0.0,0.0,0.182,0.03,0.152,0.167
2013,11320,5,1.0,02/23/2013,659083,away,367,Louisville,0,8,29,0,6,0,0,0,0,2,1,5,9,0,0,0.0,0,0,0,3.0,0,0.0,0.4129411764705882,34,0.207,0.0,0.324,0.207,0.531,14.0,0.0,0.3,0.898,0.786,1.472,0.0,0.0,0.0,0.265,0.147,0.118,0.556
2013,11320,5,1.0,02/24/2013,659466,away,367,Louisville,1,2,34,1,6,1,0,0,1,1,0,0,16,0,0,0.0,0,0,0,0.0,0,0.0,0.015294117647058824,34,0.176,-0.147,0.176,0.235,0.411,5.0,0.029,0.333,1.252,1.156,1.212,0.0,0.167,0.0,0.471,0.0,0.471,0.0
2013,11320,5,1.0,03/01/2013,660157,away,334,Kentucky,2,21,32,2,9,1,0,0,2,0,0,4,5,0,0,0.0,0,1,1,2.0,0,0.0,0.3831578947368421,38,0.281,-0.156,0.342,0.344,0.686,64.0,0.031,0.321,3.52,2.966,3.012,,0.154,0.0,0.132,0.105,0.027,0.8
2013,11320,5,1.0,03/02/2013,660393,away,334,Kentucky,0,7,30,0,3,0,0,0,0,0,0,0,12,0,0,0.0,1,0,0,0.0,0,0.0,0.03354838709677419,30,0.1,-0.1,0.133,0.1,0.233,-48.0,0.0,0.167,-0.686,-0.816,-0.752,,0.0,0.0,0.4,0.0,0.4,0.0
2013,11320,5,1.0,03/03/2013,660877,away,334,Kentucky,2,9,34,2,11,2,0,0,2,0,0,0,10,0,0,0.0,1,1,0,2.0,0,0.0,0.10111111111111111,35,0.324,-0.324,0.343,0.441,0.784,99.0,0.059,0.458,5.17,5.016,5.072,,0.167,0.0,0.286,0.0,0.286,0.0
2013,11320,5,1.0,03/08/2013,661844,away,10411,USC Upstate,2,11,32,2,7,0,0,0,2,0,0,0,10,0,0,0.0,1,1,0,1.0,0,0.0,0.07647058823529412,33,0.219,-0.219,0.242,0.219,0.461,8.0,0.0,0.318,1.55,1.38,1.44,,0.25,0.0,0.303,0.0,0.303,0.0
2013,11320,5,1.0,03/09/2013,662138,away,10411,USC Upstate,2,8,28,2,6,0,0,0,2,2,0,6,2,0,0,0.0,2,1,1,2.0,0,0.0,0.8210526315789475,36,0.214,0.071,0.389,0.214,0.603,24.0,0.0,0.222,2.454,1.864,1.928,0.0,0.143,0.0,0.056,0.167,-0.111,3.0
2013,11320,5,1.0,03/10/2013,662694,away,10411,USC Upstate,6,4,37,6,9,1,0,3,6,0,0,2,8,0,0,0.0,0,1,0,0.0,0,0.0,0.156,40,0.243,-0.189,0.275,0.622,0.897,154.0,0.027,0.231,6.996,6.796,6.852,0.0,0.375,0.075,0.2,0.05,0.15,0.25
2013,11320,5,1.0,03/12/2013,663161,away,141,The Citadel,1,7,35,1,9,1,0,0,1,0,0,1,4,0,0,0.0,0,0,0,0.0,0,0.0,0.07222222222222223,36,0.257,-0.229,0.278,0.314,0.592,46.0,0.029,0.29,2.848,2.672,2.724,,0.1,0.0,0.111,0.028,0.083,0.25
2013,11320,5,1.0,03/13/2013,663387,away,141,The Citadel,3,9,33,3,9,1,0,1,2,0,0,1,7,0,0,0.0,0,0,0,3.0,0,0.0,0.07647058823529412,34,0.273,-0.242,0.294,0.455,0.749,97.0,0.03,0.32,4.444,4.308,4.356,0.0,0.222,0.029,0.206,0.029,0.177,0.143
2013,11320,5,1.0,03/15/2013,664062,neutral,562,Quinnipiac,1,4,30,1,5,0,0,0,1,2,0,3,7,0,0,0.0,0,1,0,1.0,0,0.0,0.22941176470588237,34,0.167,0.0,0.235,0.167,0.402,-12.0,0.0,0.217,0.594,0.41,0.46,0.0,0.125,0.0,0.206,0.088,0.118,0.429
2013,11320,5,1.0,03/16/2013,664638,neutral,562,Quinnipiac,9,4,34,9,12,5,0,1,9,2,0,4,8,0,0,0.0,2,2,0,1.0,0,0.0,0.7180952380952382,40,0.353,-0.176,0.45,0.765,1.215,226.0,0.147,0.44,10.116,9.904,9.968,1.3,0.471,0.025,0.2,0.1,0.1,0.5
2013,11320,5,1.0,03/17/2013,664707,away,149,Coastal Carolina,3,7,35,3,9,2,0,0,2,0,0,1,7,0,0,0.0,2,0,0,1.0,0,0.0,0.24631578947368418,36,0.257,-0.229,0.333,0.371,0.704,73.0,0.057,0.321,4.224,4.052,4.124,,0.25,0.0,0.194,0.028,0.166,0.143
2013,11320,5,1.0,03/17/2013,664987,neutral,418,Michigan,2,3,30,2,7,1,0,0,2,1,1,2,8,0,0,0.0,0,1,1,1.0,0,0.0,0.16823529411764707,34,0.233,-0.167,0.265,0.3,0.565,39.0,0.033,0.304,2.356,1.826,2.512,0.0,0.222,0.0,0.235,0.059,0.176,0.25
2013,11320,5,1.0,03/22/2013,665557,away,47,Ball St.,1,2,35,1,7,0,0,0,1,1,0,5,7,1,0,0.0,0,1,0,2.0,0,0.0,0.3297560975609756,41,0.2,-0.029,0.293,0.2,0.493,7.0,0.0,0.25,1.734,0.936,0.992,0.0,0.083,0.0,0.171,0.122,0.049,0.714
2013,11320,5,1.0,03/23/2013,666218,away,47,Ball St.,7,4,35,7,10,0,0,0,6,0,1,3,4,0,0,0.0,2,1,1,2.0,0,0.0,0.45809523809523806,40,0.286,-0.229,0.375,0.286,0.661,48.0,0.0,0.312,3.488,2.89,3.6,,0.467,0.0,0.1,0.075,0.025,0.75
2013,11320,5,1.0,03/23/2013,666248,away,47,Ball St.,4,3,35,4,9,2,0,0,4,2,1,2,5,0,0,0.0,0,1,0,0.0,0,0.0,0.17789473684210524,38,0.257,-0.171,0.289,0.371,0.66,67.0,0.057,0.3,3.64,3.432,4.124,0.0,0.364,0.0,0.132,0.053,0.079,0.4
2013,11320,5,1.0,03/29/2013,667519,home,503,NIU,3,4,30,3,6,2,0,0,3,1,0,2,5,0,0,0.0,2,3,0,0.0,0,0.0,0.3372972972972973,35,0.2,-0.1,0.286,0.333,0.619,53.0,0.067,0.24,3.22,2.928,2.996,0.0,0.3,0.0,0.143,0.057,0.086,0.4
