season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,12080,2,1.0,02/13/2015,404782,home,466,Nevada,3,12,33,3,7,2,0,0,3,1,0,2,13,0,0,0.0,1,1,0,0.0,0,0.0,0.23891891891891892,36,0.212,-0.121,0.278,0.333,0.611,47.0,0.061,0.35,3.056,2.902,2.964,0.0,0.3,0.0,0.361,0.056,0.305,0.154
2015,12080,2,1.0,02/14/2015,405016,home,466,Nevada,6,9,39,6,12,4,1,0,6,0,0,0,6,0,0,0.0,1,0,0,1.0,0,0.0,0.08449999999999999,39,0.308,-0.308,0.333,0.59,0.923,142.0,0.179,0.364,7.782,7.604,7.668,,0.462,0.0,0.154,0.0,0.154,0.0
2015,12080,2,1.0,02/15/2015,405431,home,466,Nevada,2,3,34,2,8,1,0,0,1,1,0,1,12,0,0,0.0,0,2,0,0.0,0,0.0,0.1054054054054054,37,0.235,-0.176,0.243,0.294,0.537,30.0,0.029,0.364,2.544,2.352,2.404,0.0,0.222,0.0,0.324,0.027,0.297,0.083
2015,12080,2,1.0,02/20/2015,405654,away,536,UTRGV,1,3,33,1,6,3,0,0,1,0,0,2,12,0,0,0.0,0,0,1,0.0,0,0.0,0.13,36,0.182,-0.121,0.222,0.364,0.586,51.0,0.091,0.273,3.004,2.514,2.568,,0.125,0.0,0.333,0.056,0.277,0.167
2015,12080,2,1.0,02/21/2015,405868,away,536,UTRGV,3,5,33,3,5,1,0,2,2,0,1,1,5,0,0,0.0,2,0,0,0.0,0,0.0,0.15166666666666667,34,0.152,-0.152,0.235,0.455,0.69,84.0,0.03,0.115,3.9,3.696,4.412,0.0,0.167,0.059,0.147,0.029,0.118,0.2
2015,12080,2,1.0,02/22/2015,406200,away,536,UTRGV,3,4,37,3,9,2,1,0,3,0,0,0,7,0,0,0.0,0,1,1,0.0,0,0.0,0.02666666666666667,39,0.243,-0.243,0.231,0.432,0.663,75.0,0.135,0.29,4.814,4.236,4.292,,0.333,0.0,0.179,0.0,0.179,0.0
2015,12080,2,1.0,03/03/2015,407374,away,700,Texas Tech,5,6,51,5,11,1,1,0,5,0,3,6,17,1,0,0.0,0,4,0,2.0,0,0.0,0.33245901639344266,61,0.216,-0.157,0.279,0.314,0.593,41.0,0.078,0.324,3.314,2.38,4.38,,0.294,0.0,0.279,0.098,0.181,0.353
2015,12080,2,1.0,03/06/2015,407645,home,483,Nicholls,3,2,28,3,4,0,0,0,3,1,0,1,8,0,0,0.0,0,1,0,0.0,0,0.0,0.078,30,0.143,-0.071,0.167,0.143,0.31,-31.0,0.0,0.2,-0.004,-0.172,-0.124,0.0,0.6,0.0,0.267,0.033,0.234,0.125
2015,12080,2,1.0,03/07/2015,407981,home,483,Nicholls,4,5,37,4,8,1,0,0,4,0,0,2,13,0,0,0.0,2,0,0,0.0,0,0.0,0.304390243902439,39,0.216,-0.162,0.308,0.27,0.578,30.0,0.027,0.333,2.686,2.538,2.616,,0.333,0.0,0.333,0.051,0.282,0.154
2015,12080,2,1.0,03/07/2015,408095,home,483,Nicholls,0,2,30,0,3,0,0,0,0,0,0,0,8,0,0,0.0,0,0,0,0.0,0,0.0,0.0,30,0.1,-0.1,0.1,0.1,0.2,-54.0,0.0,0.136,-0.994,-1.146,-1.092,,0.0,0.0,0.267,0.0,0.267,0.0
