season,season_id,school_id,division,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2015,12080,2,1.0,161,49.0,14,31,6,0.0,1,377.3333333333333,449,259,204,81,16,30,161,4,305,37,19,9,1756,1504,61,26,37,17,377,385,78,0.0,108.22133257077495,0.3111111111111111,4.8657243816254425,99.0,3.4884151459713038,1.6166077738515903,10.709363957597173,0.7155477031802121,3.840106007067138,7.2747349823321565,1.8944099378881987,6.17756183745583
2015,12080,5,1.0,131,32.0,18,19,15,0.0,0,322.3333333333333,368,194,159,65,9,25,108,2,249,25,23,2,1452,1283,55,27,22,14,362,299,63,0.0,95.05300353356891,0.4864864864864865,4.439503619441572,103.0,3.198386607012519,1.4767321613236817,10.275077559462254,0.6980351602895554,3.015511892450879,6.952430196483971,2.3055555555555554,5.416752843846949
2015,12080,6,1.0,189,57.0,26,30,7,0.0,1,468.6666666666667,537,353,288,93,19,40,238,2,402,76,28,7,2221,1855,68,39,30,22,447,460,125,0.0,111.46253229974161,0.4642857142857143,5.530583214793741,108.0,3.9012319985315074,1.6536273115220483,10.312233285917495,0.7681365576102418,4.570412517780938,7.71977240398293,1.6890756302521008,6.778805120910383
2015,12080,7,1.0,208,50.0,31,19,8,0.0,0,432.6666666666667,490,283,233,90,11,37,177,0,446,40,24,6,1987,1722,108,34,29,19,418,364,148,0.0,92.43498817966903,0.62,4.846687211093991,115.0,3.0519486059831733,1.5416024653312788,10.192604006163329,0.7696456086286595,3.6818181818181817,9.277349768875194,2.519774011299435,5.886748844375963
2015,12080,8,1.0,147,58.0,28,26,9,0.0,0,438.3333333333333,406,213,193,75,7,47,207,4,386,33,23,4,1908,1619,91,33,37,11,453,393,96,0.0,85.1575737038292,0.5185185185185185,3.962737642585551,101.0,3.7725342393354495,1.3984790874524715,8.336121673003802,0.9650190114068441,4.250190114068442,7.925475285171102,1.8647342995169083,4.373384030418251
2015,12080,9,1.0,186,58.0,32,24,14,0.0,0,502.6666666666667,439,241,201,67,14,30,216,25,403,68,33,6,2180,1853,120,34,31,10,598,407,123,0.0,113.97569444444444,0.5714285714285714,3.598806366047745,69.0,3.3646230735378277,1.303050397877984,7.860079575596816,0.5371352785145889,3.86737400530504,7.2155172413793105,1.8657407407407407,4.31498673740053
2015,12080,14,1.0,92,17.0,9,11,4,0.0,0,203.33333333333334,239,152,124,42,7,21,100,2,120,34,6,5,976,808,61,28,17,17,224,226,37,0.0,92.2127659574468,0.45,5.488524590163934,131.0,4.6365933305278695,1.6672131147540983,10.578688524590165,0.9295081967213115,4.426229508196721,5.311475409836065,1.2,6.727868852459015
2015,12080,17,1.0,127,56.0,19,42,5,0.0,1,454.3333333333333,626,525,423,118,21,66,299,1,266,77,41,7,2369,1931,50,35,24,37,463,544,75,0.0,,0.3114754098360656,8.379310344827587,,5.697542538518922,2.0359501100513575,12.400586940572266,1.3074101247248717,5.9229640498899485,5.269258987527513,0.8896321070234113,10.399853264856933
2015,12080,27,1.0,208,53.0,16,35,5,0.0,1,461.0,509,339,275,96,16,55,215,4,361,45,33,7,2145,1826,136,63,28,28,498,454,90,0.0,107.74481491205042,0.3137254901960784,5.368763557483731,110.0,4.1740386560852825,1.5704989154013016,9.937093275488069,1.0737527114967462,4.197396963123644,7.047722342733189,1.6790697674418604,6.618221258134491
2015,12080,28,1.0,225,58.0,35,23,18,0.0,1,529.6666666666666,532,277,238,73,16,54,218,15,476,42,38,8,2331,2006,161,60,48,17,547,487,128,0.0,90.73776143415307,0.603448275862069,4.044052863436124,98.0,3.497878394853304,1.4159848961611077,9.039647577092511,0.9175582127123978,3.7042164883574578,8.088105726872248,2.18348623853211,4.706733794839522
